slot,cik,company_name,ticker,industry,form_type,filing_date,accession_number,edgar_url,fiscal_year,source_url,raw_html_path
765,31791,Revvity,RVTY,"Waltham, Massachusetts",DEF 14A,2024-03-13,0001193125-24-066406,https://www.sec.gov/Archives/edgar/data/31791/000119312524066406/d109956ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/31791/000119312524066406/d109956ddef14a.htm,
766,31791,Revvity,RVTY,"Waltham, Massachusetts",DEF 14A,2025-03-12,0001193125-25-052522,https://www.sec.gov/Archives/edgar/data/31791/000119312525052522/d925831ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/31791/000119312525052522/d925831ddef14a.htm,
767,1034054,SBA Communications,SBAC,"Boca Raton, Florida",DEF 14A,2024-04-12,0001193125-24-094748,https://www.sec.gov/Archives/edgar/data/1034054/000119312524094748/d778552ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1034054/000119312524094748/d778552ddef14a.htm,
768,1034054,SBA Communications,SBAC,"Boca Raton, Florida",DEF 14A,2025-04-07,0001193125-25-074669,https://www.sec.gov/Archives/edgar/data/1034054/000119312525074669/d860468ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1034054/000119312525074669/d860468ddef14a.htm,
769,829224,Starbucks,SBUX,"Seattle, Washington",DEF 14A,2025-01-24,0001213900-25-006516,https://www.sec.gov/Archives/edgar/data/829224/000121390025006516/ea0224926-02.htm,2024,https://www.sec.gov/Archives/edgar/data/829224/000121390025006516/ea0224926-02.htm,
770,316709,Charles Schwab Corporation,SCHW,"Westlake, Texas",DEF 14A,2024-04-05,0001193125-24-087883,https://www.sec.gov/Archives/edgar/data/316709/000119312524087883/d522898ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/316709/000119312524087883/d522898ddef14a.htm,
771,316709,Charles Schwab Corporation,SCHW,"Westlake, Texas",DEF 14A,2025-04-04,0001193125-25-072811,https://www.sec.gov/Archives/edgar/data/316709/000119312525072811/d897057ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/316709/000119312525072811/d897057ddef14a.htm,
772,89800,Sherwin-Williams,SHW,"Cleveland, Ohio",DEF 14A,2024-03-06,0001193125-24-060015,https://www.sec.gov/Archives/edgar/data/89800/000119312524060015/d608274ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/89800/000119312524060015/d608274ddef14a.htm,
773,89800,Sherwin-Williams,SHW,"Cleveland, Ohio",DEF 14A,2025-03-06,0001193125-25-047877,https://www.sec.gov/Archives/edgar/data/89800/000119312525047877/d873603ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/89800/000119312525047877/d873603ddef14a.htm,
774,91419,J.M. Smucker Company (The),SJM,"Orrville, Ohio",DEF 14A,2024-06-28,0001193125-24-171203,https://www.sec.gov/Archives/edgar/data/91419/000119312524171203/d834843ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/91419/000119312524171203/d834843ddef14a.htm,
775,91419,J.M. Smucker Company (The),SJM,"Orrville, Ohio",DEF 14A,2025-06-27,0001193125-25-149673,https://www.sec.gov/Archives/edgar/data/91419/000119312525149673/d876403ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/91419/000119312525149673/d876403ddef14a.htm,
776,87347,Schlumberger,SLB,"Houston, Texas",DEF 14A,2024-02-22,0001308179-24-000033,https://www.sec.gov/Archives/edgar/data/87347/000130817924000033/lslb2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/87347/000130817924000033/lslb2024_def14a.htm,
777,87347,Schlumberger,SLB,"Houston, Texas",DEF 14A,2025-02-20,0001308179-25-000029,https://www.sec.gov/Archives/edgar/data/87347/000130817925000029/slb012574-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/87347/000130817925000029/slb012574-def14a.htm,
778,1375365,Supermicro,SMCI,"San Jose, California",DEF 14A,2023-12-08,0001375365-23-000046,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000046/smci-20231207.htm,2023,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000046/smci-20231207.htm,
779,1375365,Supermicro,SMCI,"San Jose, California",DEF 14A,2025-04-24,0001375365-25-000009,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000009/smci-20250424.htm,2024,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000009/smci-20250424.htm,
780,91440,Snap-on,SNA,"Kenosha, Wisconsin",DEF 14A,2024-03-12,0001193125-24-065013,https://www.sec.gov/Archives/edgar/data/91440/000119312524065013/d590659ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/91440/000119312524065013/d590659ddef14a.htm,
781,91440,Snap-on,SNA,"Kenosha, Wisconsin",DEF 14A,2025-03-12,0000091440-25-000023,https://www.sec.gov/Archives/edgar/data/91440/000009144025000023/sna-20250311.htm,2024,https://www.sec.gov/Archives/edgar/data/91440/000009144025000023/sna-20250311.htm,
782,883241,Synopsys,SNPS,"Sunnyvale, California",DEF 14A,2024-02-16,0000883241-24-000006,https://www.sec.gov/Archives/edgar/data/883241/000088324124000006/snps-20240216.htm,2023,https://www.sec.gov/Archives/edgar/data/883241/000088324124000006/snps-20240216.htm,
783,883241,Synopsys,SNPS,"Sunnyvale, California",DEF 14A,2025-02-14,0000883241-25-000008,https://www.sec.gov/Archives/edgar/data/883241/000088324125000008/snps-20250214.htm,2024,https://www.sec.gov/Archives/edgar/data/883241/000088324125000008/snps-20250214.htm,
784,92122,Southern Company,SO,"Atlanta, Georgia",DEF 14A,2024-04-12,0001308179-24-000515,https://www.sec.gov/Archives/edgar/data/92122/000130817924000515/so4274141-def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/92122/000130817924000515/so4274141-def14a.htm,
785,92122,Southern Company,SO,"Atlanta, Georgia",DEF 14A,2025-04-11,0000092122-25-000036,https://www.sec.gov/Archives/edgar/data/92122/000009212225000036/so-20250410.htm,2024,https://www.sec.gov/Archives/edgar/data/92122/000009212225000036/so-20250410.htm,
786,1964738,Solventum,SOLV,"Saint Paul, Minnesota",DEF 14A,2025-03-21,0001964738-25-000038,https://www.sec.gov/Archives/edgar/data/1964738/000196473825000038/solv-20250321.htm,2024,https://www.sec.gov/Archives/edgar/data/1964738/000196473825000038/solv-20250321.htm,
787,1063761,Simon Property Group,SPG,"Indianapolis, Indiana",DEF 14A,2024-03-27,0001558370-24-004080,https://www.sec.gov/Archives/edgar/data/1063761/000155837024004080/spg-20240508xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1063761/000155837024004080/spg-20240508xdef14a.htm,
788,1063761,Simon Property Group,SPG,"Indianapolis, Indiana",DEF 14A,2025-04-01,0001558370-25-004238,https://www.sec.gov/Archives/edgar/data/1063761/000155837025004238/spg-20250514xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1063761/000155837025004238/spg-20250514xdef14a.htm,
789,64040,S&P Global,SPGI,"New York City, New York",DEF 14A,2024-03-19,0001104659-24-035901,https://www.sec.gov/Archives/edgar/data/64040/000110465924035901/tm242732d2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/64040/000110465924035901/tm242732d2_def14a.htm,
790,64040,S&P Global,SPGI,"New York City, New York",DEF 14A,2025-03-25,0001104659-25-027558,https://www.sec.gov/Archives/edgar/data/64040/000110465925027558/tm252388-2_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/64040/000110465925027558/tm252388-2_def14a.htm,
791,1032208,Sempra,SRE,"San Diego, California",DEF 14A,2024-03-25,0001140361-24-014929,https://www.sec.gov/Archives/edgar/data/1032208/000114036124014929/ny20010214x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1032208/000114036124014929/ny20010214x1_def14a.htm,
792,1032208,Sempra,SRE,"San Diego, California",DEF 14A,2025-03-28,0001140361-25-010983,https://www.sec.gov/Archives/edgar/data/1032208/000114036125010983/ny20037622x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1032208/000114036125010983/ny20037622x1_def14a.htm,
793,1757898,Steris,STE,"Dublin, Ireland",DEF 14A,2024-06-12,0001193125-24-159955,https://www.sec.gov/Archives/edgar/data/1757898/000119312524159955/d736605ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1757898/000119312524159955/d736605ddef14a.htm,
794,1757898,Steris,STE,"Dublin, Ireland",DEF 14A,2025-06-12,0001193125-25-139947,https://www.sec.gov/Archives/edgar/data/1757898/000119312525139947/d912041ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1757898/000119312525139947/d912041ddef14a.htm,
795,1022671,Steel Dynamics,STLD,"Fort Wayne, Indiana",DEF 14A,2024-03-28,0001104659-24-040422,https://www.sec.gov/Archives/edgar/data/1022671/000110465924040422/tm242683d2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1022671/000110465924040422/tm242683d2_def14a.htm,
796,1022671,Steel Dynamics,STLD,"Fort Wayne, Indiana",DEF 14A,2025-03-13,0001558370-25-002901,https://www.sec.gov/Archives/edgar/data/1022671/000155837025002901/stld-20250425xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1022671/000155837025002901/stld-20250425xdef14a.htm,
797,93751,State Street Corporation,STT,"Boston, Massachusetts",DEF 14A,2024-04-03,0001140361-24-017636,https://www.sec.gov/Archives/edgar/data/93751/000114036124017636/ny20020131x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/93751/000114036124017636/ny20020131x1_def14a.htm,
798,93751,State Street Corporation,STT,"Boston, Massachusetts",DEF 14A,2025-04-03,0001140361-25-012033,https://www.sec.gov/Archives/edgar/data/93751/000114036125012033/ny20039865x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/93751/000114036125012033/ny20039865x1_def14a.htm,
799,1137789,Seagate Technology,STX,"Dublin, Ireland",DEF 14A,2023-09-05,0001137789-23-000062,https://www.sec.gov/Archives/edgar/data/1137789/000113778923000062/stx-20230905.htm,2023,https://www.sec.gov/Archives/edgar/data/1137789/000113778923000062/stx-20230905.htm,
800,1137789,Seagate Technology,STX,"Dublin, Ireland",DEF 14A,2024-09-03,0001137789-24-000085,https://www.sec.gov/Archives/edgar/data/1137789/000113778924000085/stx-20240903.htm,2024,https://www.sec.gov/Archives/edgar/data/1137789/000113778924000085/stx-20240903.htm,
801,16918,Constellation Brands,STZ,"Rochester, New York",DEF 14A,2024-06-03,0000016918-24-000102,https://www.sec.gov/Archives/edgar/data/16918/000001691824000102/stz-20240530.htm,2023,https://www.sec.gov/Archives/edgar/data/16918/000001691824000102/stz-20240530.htm,
802,16918,Constellation Brands,STZ,"Rochester, New York",DEF 14A,2025-06-05,0000016918-25-000066,https://www.sec.gov/Archives/edgar/data/16918/000001691825000066/stz-20250529.htm,2024,https://www.sec.gov/Archives/edgar/data/16918/000001691825000066/stz-20250529.htm,
803,2005951,Smurfit Westrock,SW,"Dublin, Ireland",DEF 14A,2025-03-19,0001104659-25-025323,https://www.sec.gov/Archives/edgar/data/2005951/000110465925025323/tm2425283-3_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/2005951/000110465925025323/tm2425283-3_def14a.htm,
804,93556,Stanley Black & Decker,SWK,"New Britain, Connecticut",DEF 14A,2024-03-08,0001206774-24-000242,https://www.sec.gov/Archives/edgar/data/93556/000120677424000242/swk4258921-def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/93556/000120677424000242/swk4258921-def14a.htm,
805,93556,Stanley Black & Decker,SWK,"New Britain, Connecticut",DEF 14A,2025-03-07,0001140361-25-007512,https://www.sec.gov/Archives/edgar/data/93556/000114036125007512/ny20036270x771_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/93556/000114036125007512/ny20036270x771_def14a.htm,
806,4127,Skyworks Solutions,SWKS,"Irvine, California",DEF 14A,2024-03-28,0001104659-24-040560,https://www.sec.gov/Archives/edgar/data/4127/000110465924040560/tm242679-d5_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/4127/000110465924040560/tm242679-d5_def14a.htm,
807,4127,Skyworks Solutions,SWKS,"Irvine, California",DEF 14A,2025-03-28,0001104659-25-029381,https://www.sec.gov/Archives/edgar/data/4127/000110465925029381/tm252990-4_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/4127/000110465925029381/tm252990-4_def14a.htm,
808,1601712,Synchrony Financial,SYF,"Stamford, Connecticut",DEF 14A,2024-04-25,0001601712-24-000168,https://www.sec.gov/Archives/edgar/data/1601712/000160171224000168/syf-20240425.htm,2023,https://www.sec.gov/Archives/edgar/data/1601712/000160171224000168/syf-20240425.htm,
809,1601712,Synchrony Financial,SYF,"Stamford, Connecticut",DEF 14A,2025-04-25,0001601712-25-000149,https://www.sec.gov/Archives/edgar/data/1601712/000160171225000149/syf-20250425.htm,2024,https://www.sec.gov/Archives/edgar/data/1601712/000160171225000149/syf-20250425.htm,
810,310764,Stryker Corporation,SYK,"Kalamazoo, Michigan",DEF 14A,2024-03-26,0000310764-24-000054,https://www.sec.gov/Archives/edgar/data/310764/000031076424000054/syk-20240326.htm,2023,https://www.sec.gov/Archives/edgar/data/310764/000031076424000054/syk-20240326.htm,
811,310764,Stryker Corporation,SYK,"Kalamazoo, Michigan",DEF 14A,2025-03-25,0000310764-25-000051,https://www.sec.gov/Archives/edgar/data/310764/000031076425000051/syk-20250325.htm,2024,https://www.sec.gov/Archives/edgar/data/310764/000031076425000051/syk-20250325.htm,
812,96021,Sysco,SYY,"Houston, Texas",DEF 14A,2023-10-05,0001308179-23-001019,https://www.sec.gov/Archives/edgar/data/96021/000130817923001019/lsyy2023_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/96021/000130817923001019/lsyy2023_def14a.htm,
813,96021,Sysco,SYY,"Houston, Texas",DEF 14A,2024-10-03,0000096021-24-000175,https://www.sec.gov/Archives/edgar/data/96021/000009602124000175/syy-20241003.htm,2024,https://www.sec.gov/Archives/edgar/data/96021/000009602124000175/syy-20241003.htm,
814,732717,AT&T,T,"Dallas, Texas",DEF 14A,2024-04-04,0001193125-24-087253,https://www.sec.gov/Archives/edgar/data/732717/000119312524087253/d502707ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/732717/000119312524087253/d502707ddef14a.htm,
815,732717,AT&T,T,"Dallas, Texas",DEF 14A,2025-04-04,0001193125-25-073402,https://www.sec.gov/Archives/edgar/data/732717/000119312525073402/d900144ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/732717/000119312525073402/d900144ddef14a.htm,
816,24545,Molson Coors Beverage Company,TAP,"Chicago, Illinois",DEF 14A,2024-04-03,0001308179-24-000436,https://www.sec.gov/Archives/edgar/data/24545/000130817924000436/ltap2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/24545/000130817924000436/ltap2024_def14a.htm,
817,24545,Molson Coors Beverage Company,TAP,"Chicago, Illinois",DEF 14A,2025-04-02,0001558370-25-004296,https://www.sec.gov/Archives/edgar/data/24545/000155837025004296/tap-20250514xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/24545/000155837025004296/tap-20250514xdef14a.htm,
818,1260221,TransDigm Group,TDG,"Cleveland, Ohio",DEF 14A,2024-01-26,0001260221-24-000015,https://www.sec.gov/Archives/edgar/data/1260221/000126022124000015/tdg-20240125.htm,2023,https://www.sec.gov/Archives/edgar/data/1260221/000126022124000015/tdg-20240125.htm,
819,1260221,TransDigm Group,TDG,"Cleveland, Ohio",DEF 14A,2025-01-24,0001260221-25-000007,https://www.sec.gov/Archives/edgar/data/1260221/000126022125000007/tdg-20250123.htm,2024,https://www.sec.gov/Archives/edgar/data/1260221/000126022125000007/tdg-20250123.htm,
820,1094285,Teledyne Technologies,TDY,"Thousand Oaks, California",DEF 14A,2024-03-15,0001193125-24-068076,https://www.sec.gov/Archives/edgar/data/1094285/000119312524068076/d745612ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1094285/000119312524068076/d745612ddef14a.htm,
821,1094285,Teledyne Technologies,TDY,"Thousand Oaks, California",DEF 14A,2025-03-14,0001193125-25-054478,https://www.sec.gov/Archives/edgar/data/1094285/000119312525054478/d894170ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1094285/000119312525054478/d894170ddef14a.htm,
822,842023,Bio-Techne,TECH,"Minneapolis, Minnesota",DEF 14A,2023-09-13,0001308179-23-000977,https://www.sec.gov/Archives/edgar/data/842023/000130817923000977/ltech2023_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/842023/000130817923000977/ltech2023_def14a.htm,
823,842023,Bio-Techne,TECH,"Minneapolis, Minnesota",DEF 14A,2024-09-12,0001308179-24-000703,https://www.sec.gov/Archives/edgar/data/842023/000130817924000703/ltech2024_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/842023/000130817924000703/ltech2024_def14a.htm,
824,1385157,TE Connectivity,TEL,"Galway, Ireland",DEF 14A,2024-01-17,0001558370-24-000315,https://www.sec.gov/Archives/edgar/data/1385157/000155837024000315/tel-20240313xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1385157/000155837024000315/tel-20240313xdef14a.htm,
825,1385157,TE Connectivity,TEL,"Galway, Ireland",DEF 14A,2025-01-17,0001558370-25-000262,https://www.sec.gov/Archives/edgar/data/1385157/000155837025000262/tel-20250312xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1385157/000155837025000262/tel-20250312xdef14a.htm,
826,97210,Teradyne,TER,"North Reading, Massachusetts",DEF 14A,2024-03-29,0000950170-24-038544,https://www.sec.gov/Archives/edgar/data/97210/000095017024038544/ter-20240329.htm,2023,https://www.sec.gov/Archives/edgar/data/97210/000095017024038544/ter-20240329.htm,
827,97210,Teradyne,TER,"North Reading, Massachusetts",DEF 14A,2025-03-28,0000950170-25-046345,https://www.sec.gov/Archives/edgar/data/97210/000095017025046345/ter-20250326.htm,2024,https://www.sec.gov/Archives/edgar/data/97210/000095017025046345/ter-20250326.htm,
828,92230,Truist Financial,TFC,"Charlotte, North Carolina",DEF 14A,2024-03-11,0001193125-24-064251,https://www.sec.gov/Archives/edgar/data/92230/000119312524064251/d614580ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/92230/000119312524064251/d614580ddef14a.htm,
829,92230,Truist Financial,TFC,"Charlotte, North Carolina",DEF 14A,2025-03-17,0001193125-25-055156,https://www.sec.gov/Archives/edgar/data/92230/000119312525055156/d826258ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/92230/000119312525055156/d826258ddef14a.htm,
830,27419,Target Corporation,TGT,"Minneapolis, Minnesota",DEF 14A,2024-04-29,0001308179-24-000626,https://www.sec.gov/Archives/edgar/data/27419/000130817924000626/ltgt2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/27419/000130817924000626/ltgt2024_def14a.htm,
831,27419,Target Corporation,TGT,"Minneapolis, Minnesota",DEF 14A,2025-04-28,0001628280-25-020275,https://www.sec.gov/Archives/edgar/data/27419/000162828025020275/tgt-20250428.htm,2024,https://www.sec.gov/Archives/edgar/data/27419/000162828025020275/tgt-20250428.htm,
832,109198,TJX Companies,TJX,"Framingham, Massachusetts",DEF 14A,2024-04-25,0000109198-24-000023,https://www.sec.gov/Archives/edgar/data/109198/000010919824000023/tjx-20240424.htm,2023,https://www.sec.gov/Archives/edgar/data/109198/000010919824000023/tjx-20240424.htm,
833,109198,TJX Companies,TJX,"Framingham, Massachusetts",DEF 14A,2025-05-01,0000109198-25-000024,https://www.sec.gov/Archives/edgar/data/109198/000010919825000024/tjx-20250501.htm,2024,https://www.sec.gov/Archives/edgar/data/109198/000010919825000024/tjx-20250501.htm,
834,1973266,TKO Group Holdings,TKO,"New York City, New York",DEF 14A,2024-04-24,0001193125-24-110189,https://www.sec.gov/Archives/edgar/data/1973266/000119312524110189/d763058ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1973266/000119312524110189/d763058ddef14a.htm,
835,1973266,TKO Group Holdings,TKO,"New York City, New York",DEF 14A,2025-04-25,0001193125-25-096950,https://www.sec.gov/Archives/edgar/data/1973266/000119312525096950/d827768ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1973266/000119312525096950/d827768ddef14a.htm,
836,97745,Thermo Fisher Scientific,TMO,"Waltham, Massachusetts",DEF 14A,2024-04-09,0001193125-24-090173,https://www.sec.gov/Archives/edgar/data/97745/000119312524090173/d531012ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/97745/000119312524090173/d531012ddef14a.htm,
837,97745,Thermo Fisher Scientific,TMO,"Waltham, Massachusetts",DEF 14A,2025-04-08,0001193125-25-075101,https://www.sec.gov/Archives/edgar/data/97745/000119312525075101/d864455ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/97745/000119312525075101/d864455ddef14a.htm,
838,1283699,T-Mobile US,TMUS,"Bellevue, Washington",DEF 14A,2024-04-26,0001193125-24-117940,https://www.sec.gov/Archives/edgar/data/1283699/000119312524117940/d562184ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1283699/000119312524117940/d562184ddef14a.htm,
839,1283699,T-Mobile US,TMUS,"Bellevue, Washington",DEF 14A,2025-04-18,0001193125-25-085753,https://www.sec.gov/Archives/edgar/data/1283699/000119312525085753/d877179ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1283699/000119312525085753/d877179ddef14a.htm,
840,1811074,Texas Pacific Land Corporation,TPL,"Dallas, Texas",DEF 14A,2023-10-10,0001140361-23-047453,https://www.sec.gov/Archives/edgar/data/1811074/000114036123047453/ny20009971x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1811074/000114036123047453/ny20009971x1_def14a.htm,
841,1811074,Texas Pacific Land Corporation,TPL,"Dallas, Texas",DEF 14A,2024-09-24,0001104659-24-102208,https://www.sec.gov/Archives/edgar/data/1811074/000110465924102208/tm2419969d6_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1811074/000110465924102208/tm2419969d6_def14a.htm,
842,1116132,"Tapestry, Inc.",TPR,"New York City, New York",DEF 14A,2023-09-22,0001140361-23-044958,https://www.sec.gov/Archives/edgar/data/1116132/000114036123044958/ny20009546x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1116132/000114036123044958/ny20009546x1_def14a.htm,
843,1116132,"Tapestry, Inc.",TPR,"New York City, New York",DEF 14A,2024-09-27,0001140361-24-042187,https://www.sec.gov/Archives/edgar/data/1116132/000114036124042187/ny20032442x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1116132/000114036124042187/ny20032442x1_def14a.htm,
844,1389170,Targa Resources,TRGP,"Houston, Texas",DEF 14A,2024-03-21,0001193125-24-073912,https://www.sec.gov/Archives/edgar/data/1389170/000119312524073912/d794370ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1389170/000119312524073912/d794370ddef14a.htm,
845,1389170,Targa Resources,TRGP,"Houston, Texas",DEF 14A,2025-03-28,0001193125-25-067057,https://www.sec.gov/Archives/edgar/data/1389170/000119312525067057/d909508ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1389170/000119312525067057/d909508ddef14a.htm,
846,864749,Trimble Inc.,TRMB,"Westminster, Colorado",DEF 14A,2024-04-16,0000864749-24-000093,https://www.sec.gov/Archives/edgar/data/864749/000086474924000093/trmb-20240416.htm,2023,https://www.sec.gov/Archives/edgar/data/864749/000086474924000093/trmb-20240416.htm,
847,864749,Trimble Inc.,TRMB,"Westminster, Colorado",DEF 14A,2025-04-30,0000864749-25-000100,https://www.sec.gov/Archives/edgar/data/864749/000086474925000100/trmb-20250430.htm,2024,https://www.sec.gov/Archives/edgar/data/864749/000086474925000100/trmb-20250430.htm,
848,1113169,T. Rowe Price,TROW,"Baltimore, Maryland",DEF 14A,2024-03-18,0001104659-24-035429,https://www.sec.gov/Archives/edgar/data/1113169/000110465924035429/tm244357-d9_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1113169/000110465924035429/tm244357-d9_def14a.htm,
849,1113169,T. Rowe Price,TROW,"Baltimore, Maryland",DEF 14A,2025-03-26,0001104659-25-028002,https://www.sec.gov/Archives/edgar/data/1113169/000110465925028002/tm253700-4_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1113169/000110465925028002/tm253700-4_def14a.htm,
850,86312,Travelers Companies (The),TRV,"New York City, New York",DEF 14A,2024-04-02,0000086312-24-000023,https://www.sec.gov/Archives/edgar/data/86312/000008631224000023/trv-20240402.htm,2023,https://www.sec.gov/Archives/edgar/data/86312/000008631224000023/trv-20240402.htm,
851,86312,Travelers Companies (The),TRV,"New York City, New York",DEF 14A,2025-04-04,0000086312-25-000019,https://www.sec.gov/Archives/edgar/data/86312/000008631225000019/trv-20250403.htm,2024,https://www.sec.gov/Archives/edgar/data/86312/000008631225000019/trv-20250403.htm,
852,916365,Tractor Supply,TSCO,"Brentwood, Tennessee",DEF 14A,2024-03-26,0001193125-24-077638,https://www.sec.gov/Archives/edgar/data/916365/000119312524077638/d569535ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/916365/000119312524077638/d569535ddef14a.htm,
853,916365,Tractor Supply,TSCO,"Brentwood, Tennessee",DEF 14A,2025-03-27,0001193125-25-065591,https://www.sec.gov/Archives/edgar/data/916365/000119312525065591/d880373ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/916365/000119312525065591/d880373ddef14a.htm,
854,1318605,"Tesla, Inc.",TSLA,"Austin, Texas",DEF 14A,2024-04-29,0001104659-24-053333,https://www.sec.gov/Archives/edgar/data/1318605/000110465924053333/tm2326076d15_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1318605/000110465924053333/tm2326076d15_def14a.htm,
855,100493,Tyson Foods,TSN,"Springdale, Arkansas",DEF 14A,2023-12-21,0000100493-23-000136,https://www.sec.gov/Archives/edgar/data/100493/000010049323000136/tsn-20231221.htm,2023,https://www.sec.gov/Archives/edgar/data/100493/000010049323000136/tsn-20231221.htm,
856,100493,Tyson Foods,TSN,"Springdale, Arkansas",DEF 14A,2024-12-18,0000100493-24-000195,https://www.sec.gov/Archives/edgar/data/100493/000010049324000195/tsn-20241218.htm,2024,https://www.sec.gov/Archives/edgar/data/100493/000010049324000195/tsn-20241218.htm,
857,1466258,Trane Technologies,TT,"Dublin, Ireland",DEF 14A,2024-04-25,0001466258-24-000155,https://www.sec.gov/Archives/edgar/data/1466258/000146625824000155/tt-20240424.htm,2023,https://www.sec.gov/Archives/edgar/data/1466258/000146625824000155/tt-20240424.htm,
858,1466258,Trane Technologies,TT,"Dublin, Ireland",DEF 14A,2025-04-24,0001466258-25-000114,https://www.sec.gov/Archives/edgar/data/1466258/000146625825000114/tt-20250423.htm,2024,https://www.sec.gov/Archives/edgar/data/1466258/000146625825000114/tt-20250423.htm,
859,1671933,Trade Desk (The),TTD,"Ventura, California",DEF 14A,2024-04-12,0001671933-24-000037,https://www.sec.gov/Archives/edgar/data/1671933/000167193324000037/ttd-20240412.htm,2023,https://www.sec.gov/Archives/edgar/data/1671933/000167193324000037/ttd-20240412.htm,
860,1671933,Trade Desk (The),TTD,"Ventura, California",DEF 14A,2025-04-09,0001671933-25-000048,https://www.sec.gov/Archives/edgar/data/1671933/000167193325000048/ttd-20250408.htm,2024,https://www.sec.gov/Archives/edgar/data/1671933/000167193325000048/ttd-20250408.htm,
861,946581,Take-Two Interactive,TTWO,"New York City, New York",DEF 14A,2024-07-25,0001308179-24-000655,https://www.sec.gov/Archives/edgar/data/946581/000130817924000655/lttwo2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/946581/000130817924000655/lttwo2024_def14a.htm,
862,97476,Texas Instruments,TXN,"Dallas, Texas",DEF 14A,2024-03-12,0000097476-24-000012,https://www.sec.gov/Archives/edgar/data/97476/000009747624000012/txn-20240312.htm,2023,https://www.sec.gov/Archives/edgar/data/97476/000009747624000012/txn-20240312.htm,
