slot,cik,company_name,ticker,industry,form_type,filing_date,accession_number,edgar_url,fiscal_year,source_url,raw_html_path
863,97476,Texas Instruments,TXN,"Dallas, Texas",DEF 14A,2025-03-05,0000097476-25-000017,https://www.sec.gov/Archives/edgar/data/97476/000009747625000017/txn-20250305.htm,2024,https://www.sec.gov/Archives/edgar/data/97476/000009747625000017/txn-20250305.htm,
864,217346,Textron,TXT,"Providence, Rhode Island",DEF 14A,2024-03-07,0001552781-24-000070,https://www.sec.gov/Archives/edgar/data/217346/000155278124000070/e24044_txt-def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/217346/000155278124000070/e24044_txt-def14a.htm,
865,217346,Textron,TXT,"Providence, Rhode Island",DEF 14A,2025-03-04,0001552781-25-000047,https://www.sec.gov/Archives/edgar/data/217346/000155278125000047/e25050_txt-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/217346/000155278125000047/e25050_txt-def14a.htm,
866,860731,Tyler Technologies,TYL,"Plano, Texas",DEF 14A,2024-03-29,0000860731-24-000015,https://www.sec.gov/Archives/edgar/data/860731/000086073124000015/tyl-20240329.htm,2023,https://www.sec.gov/Archives/edgar/data/860731/000086073124000015/tyl-20240329.htm,
867,860731,Tyler Technologies,TYL,"Plano, Texas",DEF 14A,2025-03-27,0000860731-25-000015,https://www.sec.gov/Archives/edgar/data/860731/000086073125000015/tyl-20250326.htm,2024,https://www.sec.gov/Archives/edgar/data/860731/000086073125000015/tyl-20250326.htm,
868,100517,United Airlines Holdings,UAL,"Chicago, Illinois",DEF 14A,2024-04-12,0001558370-24-005036,https://www.sec.gov/Archives/edgar/data/100517/000155837024005036/tmb-20240522xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/100517/000155837024005036/tmb-20240522xdef14a.htm,
869,100517,United Airlines Holdings,UAL,"Chicago, Illinois",DEF 14A,2025-04-10,0001558370-25-004681,https://www.sec.gov/Archives/edgar/data/100517/000155837025004681/tmb-20250521xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/100517/000155837025004681/tmb-20250521xdef14a.htm,
870,1543151,Uber,UBER,"San Francisco, California",DEF 14A,2024-03-25,0001552781-24-000177,https://www.sec.gov/Archives/edgar/data/1543151/000155278124000177/e24048_uber-def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1543151/000155278124000177/e24048_uber-def14a.htm,
871,1543151,Uber,UBER,"San Francisco, California",DEF 14A,2025-03-24,0001308179-25-000210,https://www.sec.gov/Archives/edgar/data/1543151/000130817925000210/uber013353-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1543151/000130817925000210/uber013353-def14a.htm,
872,74208,"UDR, Inc.",UDR,"Highlands Ranch, Colorado",DEF 14A,2024-04-04,0000074208-24-000029,https://www.sec.gov/Archives/edgar/data/74208/000007420824000029/udr-20240523xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/74208/000007420824000029/udr-20240523xdef14a.htm,
873,74208,"UDR, Inc.",UDR,"Highlands Ranch, Colorado",DEF 14A,2025-03-27,0000074208-25-000024,https://www.sec.gov/Archives/edgar/data/74208/000007420825000024/udr-20250327xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/74208/000007420825000024/udr-20250327xdef14a.htm,
874,352915,Universal Health Services,UHS,"King of Prussia, Pennsylvania",DEF 14A,2024-04-04,0001193125-24-086555,https://www.sec.gov/Archives/edgar/data/352915/000119312524086555/d631163ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/352915/000119312524086555/d631163ddef14a.htm,
875,352915,Universal Health Services,UHS,"King of Prussia, Pennsylvania",DEF 14A,2025-04-03,0000950170-25-049925,https://www.sec.gov/Archives/edgar/data/352915/000095017025049925/uhs-20250327.htm,2024,https://www.sec.gov/Archives/edgar/data/352915/000095017025049925/uhs-20250327.htm,
876,1403568,Ulta Beauty,ULTA,"Bolingbrook, Illinois",DEF 14A,2024-04-24,0001558370-24-005588,https://www.sec.gov/Archives/edgar/data/1403568/000155837024005588/tmb-20240611xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1403568/000155837024005588/tmb-20240611xdef14a.htm,
877,1403568,Ulta Beauty,ULTA,"Bolingbrook, Illinois",DEF 14A,2025-04-23,0001558370-25-005260,https://www.sec.gov/Archives/edgar/data/1403568/000155837025005260/tmb-20250611xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1403568/000155837025005260/tmb-20250611xdef14a.htm,
878,731766,UnitedHealth Group,UNH,"Eden Prairie, Minnesota",DEF 14A,2024-04-22,0001104659-24-050055,https://www.sec.gov/Archives/edgar/data/731766/000110465924050055/tm2332959d4_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/731766/000110465924050055/tm2332959d4_def14a.htm,
879,731766,UnitedHealth Group,UNH,"Eden Prairie, Minnesota",DEF 14A,2025-04-21,0001104659-25-036829,https://www.sec.gov/Archives/edgar/data/731766/000110465925036829/tm252303-2_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/731766/000110465925036829/tm252303-2_def14a.htm,
880,100885,Union Pacific Corporation,UNP,"Omaha, Nebraska",DEF 14A,2024-03-26,0001140361-24-015351,https://www.sec.gov/Archives/edgar/data/100885/000114036124015351/ny20011215x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/100885/000114036124015351/ny20011215x1_def14a.htm,
881,100885,Union Pacific Corporation,UNP,"Omaha, Nebraska",DEF 14A,2025-03-25,0001140361-25-010237,https://www.sec.gov/Archives/edgar/data/100885/000114036125010237/ny20039220x771_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/100885/000114036125010237/ny20039220x771_def14a.htm,
882,1090727,United Parcel Service,UPS,"Sandy Springs, Georgia",DEF 14A,2024-03-18,0001090727-24-000018,https://www.sec.gov/Archives/edgar/data/1090727/000109072724000018/ups-20240318.htm,2023,https://www.sec.gov/Archives/edgar/data/1090727/000109072724000018/ups-20240318.htm,
883,1090727,United Parcel Service,UPS,"Sandy Springs, Georgia",DEF 14A,2025-03-17,0001090727-25-000038,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000038/ups-20250317.htm,2024,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000038/ups-20250317.htm,
884,1067701,United Rentals,URI,"Stamford, Connecticut",DEF 14A,2024-03-27,0000950170-24-037181,https://www.sec.gov/Archives/edgar/data/1067701/000095017024037181/uri-20240327.htm,2023,https://www.sec.gov/Archives/edgar/data/1067701/000095017024037181/uri-20240327.htm,
885,1067701,United Rentals,URI,"Stamford, Connecticut",DEF 14A,2025-03-26,0000950170-25-045191,https://www.sec.gov/Archives/edgar/data/1067701/000095017025045191/uri-20250324.htm,2024,https://www.sec.gov/Archives/edgar/data/1067701/000095017025045191/uri-20250324.htm,
886,36104,U.S. Bancorp,USB,"Minneapolis, Minnesota",DEF 14A,2024-03-05,0001104659-24-031021,https://www.sec.gov/Archives/edgar/data/36104/000110465924031021/tm2327573d5_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/36104/000110465924031021/tm2327573d5_def14a.htm,
887,36104,U.S. Bancorp,USB,"Minneapolis, Minnesota",DEF 14A,2025-03-05,0001104659-25-020883,https://www.sec.gov/Archives/edgar/data/36104/000110465925020883/tm252291d2_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/36104/000110465925020883/tm252291d2_def14a.htm,
888,1403161,Visa Inc.,V,"San Francisco, California",DEF 14A,2023-12-07,0001193125-23-290295,https://www.sec.gov/Archives/edgar/data/1403161/000119312523290295/d440665ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1403161/000119312523290295/d440665ddef14a.htm,
889,1403161,Visa Inc.,V,"San Francisco, California",DEF 14A,2024-12-09,0001308179-24-000807,https://www.sec.gov/Archives/edgar/data/1403161/000130817924000807/v4356611_def14.htm,2024,https://www.sec.gov/Archives/edgar/data/1403161/000130817924000807/v4356611_def14.htm,
890,1705696,Vici Properties,VICI,"New York City, New York",DEF 14A,2024-03-14,0001104659-24-034510,https://www.sec.gov/Archives/edgar/data/1705696/000110465924034510/tm2324899d4_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1705696/000110465924034510/tm2324899d4_def14a.htm,
891,1705696,Vici Properties,VICI,"New York City, New York",DEF 14A,2025-03-17,0001104659-25-024253,https://www.sec.gov/Archives/edgar/data/1705696/000110465925024253/tm2425043d6-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1705696/000110465925024253/tm2425043d6-def14a.htm,
892,1035002,Valero Energy,VLO,"San Antonio, Texas",DEF 14A,2024-03-26,0001035002-24-000014,https://www.sec.gov/Archives/edgar/data/1035002/000103500224000014/vlo-20240325.htm,2023,https://www.sec.gov/Archives/edgar/data/1035002/000103500224000014/vlo-20240325.htm,
893,1035002,Valero Energy,VLO,"San Antonio, Texas",DEF 14A,2025-03-18,0001035002-25-000010,https://www.sec.gov/Archives/edgar/data/1035002/000103500225000010/vlo-20250318.htm,2024,https://www.sec.gov/Archives/edgar/data/1035002/000103500225000010/vlo-20250318.htm,
894,1967680,Veralto,VLTO,"Waltham, Massachusetts",DEF 14A,2024-03-29,0001967680-24-000046,https://www.sec.gov/Archives/edgar/data/1967680/000196768024000046/vlto-20240327.htm,2023,https://www.sec.gov/Archives/edgar/data/1967680/000196768024000046/vlto-20240327.htm,
895,1967680,Veralto,VLTO,"Waltham, Massachusetts",DEF 14A,2025-03-28,0001967680-25-000058,https://www.sec.gov/Archives/edgar/data/1967680/000196768025000058/vlto-20250326.htm,2024,https://www.sec.gov/Archives/edgar/data/1967680/000196768025000058/vlto-20250326.htm,
896,1396009,Vulcan Materials Company,VMC,"Birmingham, Alabama",DEF 14A,2024-03-25,0001140361-24-015024,https://www.sec.gov/Archives/edgar/data/1396009/000114036124015024/ny20018760x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1396009/000114036124015024/ny20018760x1_def14a.htm,
897,1396009,Vulcan Materials Company,VMC,"Birmingham, Alabama",DEF 14A,2025-03-24,0001140361-25-010021,https://www.sec.gov/Archives/edgar/data/1396009/000114036125010021/ny20041324x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1396009/000114036125010021/ny20041324x1_def14a.htm,
898,1442145,Verisk Analytics,VRSK,"Jersey City, New Jersey",DEF 14A,2024-04-05,0001193125-24-087955,https://www.sec.gov/Archives/edgar/data/1442145/000119312524087955/d653310ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1442145/000119312524087955/d653310ddef14a.htm,
899,1442145,Verisk Analytics,VRSK,"Jersey City, New Jersey",DEF 14A,2025-04-04,0001193125-25-072921,https://www.sec.gov/Archives/edgar/data/1442145/000119312525072921/d880382ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1442145/000119312525072921/d880382ddef14a.htm,
900,1014473,Verisign,VRSN,"Reston, Virginia",DEF 14A,2024-04-10,0001014473-24-000015,https://www.sec.gov/Archives/edgar/data/1014473/000101447324000015/vrsn-20240410.htm,2023,https://www.sec.gov/Archives/edgar/data/1014473/000101447324000015/vrsn-20240410.htm,
901,1014473,Verisign,VRSN,"Reston, Virginia",DEF 14A,2025-04-11,0001014473-25-000015,https://www.sec.gov/Archives/edgar/data/1014473/000101447325000015/vrsn-20250411.htm,2024,https://www.sec.gov/Archives/edgar/data/1014473/000101447325000015/vrsn-20250411.htm,
902,875320,Vertex Pharmaceuticals,VRTX,"Boston, Massachusetts",DEF 14A,2024-04-04,0001308179-24-000452,https://www.sec.gov/Archives/edgar/data/875320/000130817924000452/lvrtx2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/875320/000130817924000452/lvrtx2024_def14a.htm,
903,875320,Vertex Pharmaceuticals,VRTX,"Boston, Massachusetts",DEF 14A,2025-04-03,0000875320-25-000160,https://www.sec.gov/Archives/edgar/data/875320/000087532025000160/vrtx-20250403.htm,2024,https://www.sec.gov/Archives/edgar/data/875320/000087532025000160/vrtx-20250403.htm,
904,1692819,Vistra Corp.,VST,"Irving, Texas",DEF 14A,2024-04-03,0001193125-24-086032,https://www.sec.gov/Archives/edgar/data/1692819/000119312524086032/d543575ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1692819/000119312524086032/d543575ddef14a.htm,
905,1692819,Vistra Corp.,VST,"Irving, Texas",DEF 14A,2025-03-19,0001193125-25-057930,https://www.sec.gov/Archives/edgar/data/1692819/000119312525057930/d880503ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1692819/000119312525057930/d880503ddef14a.htm,
906,740260,Ventas,VTR,"Chicago, Illinois",DEF 14A,2024-04-02,0000740260-24-000094,https://www.sec.gov/Archives/edgar/data/740260/000074026024000094/vtr-20240402.htm,2023,https://www.sec.gov/Archives/edgar/data/740260/000074026024000094/vtr-20240402.htm,
907,740260,Ventas,VTR,"Chicago, Illinois",DEF 14A,2025-04-01,0000740260-25-000098,https://www.sec.gov/Archives/edgar/data/740260/000074026025000098/vtr-20250331.htm,2024,https://www.sec.gov/Archives/edgar/data/740260/000074026025000098/vtr-20250331.htm,
908,1792044,Viatris,VTRS,"Pittsburgh, Pennsylvania",DEF 14A,2023-11-03,0001193125-23-270437,https://www.sec.gov/Archives/edgar/data/1792044/000119312523270437/d448836ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1792044/000119312523270437/d448836ddef14a.htm,
909,1792044,Viatris,VTRS,"Pittsburgh, Pennsylvania",DEF 14A,2024-10-25,0001193125-24-244173,https://www.sec.gov/Archives/edgar/data/1792044/000119312524244173/d816790ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1792044/000119312524244173/d816790ddef14a.htm,
910,732712,Verizon,VZ,"New York City, New York",DEF 14A,2024-03-25,0001308179-24-000279,https://www.sec.gov/Archives/edgar/data/732712/000130817924000279/lvz2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/732712/000130817924000279/lvz2024_def14a.htm,
911,732712,Verizon,VZ,"New York City, New York",DEF 14A,2025-04-07,0001308179-25-000404,https://www.sec.gov/Archives/edgar/data/732712/000130817925000404/vz4363511-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/732712/000130817925000404/vz4363511-def14a.htm,
912,943452,Wabtec,WAB,"Pittsburgh, Pennsylvania",DEF 14A,2024-04-04,0001140361-24-017812,https://www.sec.gov/Archives/edgar/data/943452/000114036124017812/ny20012397x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/943452/000114036124017812/ny20012397x1_def14a.htm,
913,943452,Wabtec,WAB,"Pittsburgh, Pennsylvania",DEF 14A,2025-04-03,0001628280-25-016372,https://www.sec.gov/Archives/edgar/data/943452/000162828025016372/wab-20250403.htm,2024,https://www.sec.gov/Archives/edgar/data/943452/000162828025016372/wab-20250403.htm,
914,1000697,Waters Corporation,WAT,"Milford, Massachusetts",DEF 14A,2024-04-12,0001193125-24-094000,https://www.sec.gov/Archives/edgar/data/1000697/000119312524094000/d873997ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1000697/000119312524094000/d873997ddef14a.htm,
915,1000697,Waters Corporation,WAT,"Milford, Massachusetts",DEF 14A,2025-04-09,0001193125-25-076853,https://www.sec.gov/Archives/edgar/data/1000697/000119312525076853/d793609ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1000697/000119312525076853/d793609ddef14a.htm,
916,1437107,Warner Bros. Discovery,WBD,"New York City, New York",DEF 14A,2024-04-19,0001437107-24-000102,https://www.sec.gov/Archives/edgar/data/1437107/000143710724000102/wbd-20240419.htm,2023,https://www.sec.gov/Archives/edgar/data/1437107/000143710724000102/wbd-20240419.htm,
917,1437107,Warner Bros. Discovery,WBD,"New York City, New York",DEF 14A,2025-04-23,0001437107-25-000084,https://www.sec.gov/Archives/edgar/data/1437107/000143710725000084/wbd-20250422.htm,2024,https://www.sec.gov/Archives/edgar/data/1437107/000143710725000084/wbd-20250422.htm,
918,1327811,"Workday, Inc.",WDAY,"Pleasanton, California",DEF 14A,2024-05-07,0001104659-24-058010,https://www.sec.gov/Archives/edgar/data/1327811/000110465924058010/tm2330044d8_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1327811/000110465924058010/tm2330044d8_def14a.htm,
919,1327811,"Workday, Inc.",WDAY,"Pleasanton, California",DEF 14A,2025-04-23,0001104659-25-038009,https://www.sec.gov/Archives/edgar/data/1327811/000110465925038009/tm2428649-2_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1327811/000110465925038009/tm2428649-2_def14a.htm,
920,106040,Western Digital,WDC,"San Jose, California",DEF 14A,2024-03-29,0001193125-24-082058,https://www.sec.gov/Archives/edgar/data/106040/000119312524082058/d792833ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/106040/000119312524082058/d792833ddef14a.htm,
921,106040,Western Digital,WDC,"San Jose, California",DEF 14A,2024-10-07,0001308179-24-000755,https://www.sec.gov/Archives/edgar/data/106040/000130817924000755/wdc4316471-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/106040/000130817924000755/wdc4316471-def14a.htm,
922,783325,WEC Energy Group,WEC,"Milwaukee, Wisconsin",DEF 14A,2024-03-28,0000930413-24-001170,https://www.sec.gov/Archives/edgar/data/783325/000093041324001170/c107525_def14a-ixbrl.htm,2023,https://www.sec.gov/Archives/edgar/data/783325/000093041324001170/c107525_def14a-ixbrl.htm,
923,783325,WEC Energy Group,WEC,"Milwaukee, Wisconsin",DEF 14A,2025-03-27,0000107815-25-000149,https://www.sec.gov/Archives/edgar/data/783325/000010781525000149/wec-20250311.htm,2024,https://www.sec.gov/Archives/edgar/data/783325/000010781525000149/wec-20250311.htm,
924,766704,Welltower,WELL,"Toledo, Ohio",DEF 14A,2024-04-12,0000766704-24-000015,https://www.sec.gov/Archives/edgar/data/766704/000076670424000015/well-20240412.htm,2023,https://www.sec.gov/Archives/edgar/data/766704/000076670424000015/well-20240412.htm,
925,766704,Welltower,WELL,"Toledo, Ohio",DEF 14A,2025-04-11,0000766704-25-000013,https://www.sec.gov/Archives/edgar/data/766704/000076670425000013/well-20250410.htm,2024,https://www.sec.gov/Archives/edgar/data/766704/000076670425000013/well-20250410.htm,
926,72971,Wells Fargo,WFC,"San Francisco, California",DEF 14A,2024-03-18,0000072971-24-000084,https://www.sec.gov/Archives/edgar/data/72971/000007297124000084/wfc-20240315.htm,2023,https://www.sec.gov/Archives/edgar/data/72971/000007297124000084/wfc-20240315.htm,
927,72971,Wells Fargo,WFC,"San Francisco, California",DEF 14A,2025-03-19,0000072971-25-000090,https://www.sec.gov/Archives/edgar/data/72971/000007297125000090/wfc-20250317.htm,2024,https://www.sec.gov/Archives/edgar/data/72971/000007297125000090/wfc-20250317.htm,
928,823768,Waste Management,WM,"Houston, Texas",DEF 14A,2024-04-02,0001104659-24-042337,https://www.sec.gov/Archives/edgar/data/823768/000110465924042337/tm242637d5_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/823768/000110465924042337/tm242637d5_def14a.htm,
929,823768,Waste Management,WM,"Houston, Texas",DEF 14A,2025-04-01,0001104659-25-030318,https://www.sec.gov/Archives/edgar/data/823768/000110465925030318/tm251991-2_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/823768/000110465925030318/tm251991-2_def14a.htm,
